300,0.037621,0.025413,0.02375,0.030335,0.029825,0.043042,0.070883,0.11114,0.070191,0,0.035882,0.036873,0.026549,0.074332,0.048298,0.061277,0.15906,0.0489,0.038436,0.06074,0.034874,0.048345,0,0.046994,0.052853
330,0.039211,0.027071,0.02498,0.031802,0.029801,0.046802,0.072526,0.1068,0.069305,0,0.038826,0.03885,0.028971,0.077147,0.053517,0.068944,0.16477,0.051596,0.039987,0.062527,0.038138,0.051701,0,0.052481,0.055261
360,0.036902,0.027196,0.024699,0.03216,0.029522,0.048715,0.075038,0.1001,0.068565,0,0.039255,0.04,0.029216,0.083516,0.05731,0.071932,0.1764,0.053438,0.043894,0.064074,0.040449,0.052762,0,0.054632,0.056808
390,0.034958,0.026565,0.023994,0.032504,0.028672,0.050618,0.075257,0,0.071789,0,0.040984,0.039854,0.029875,0.090171,0.059904,0.076744,0.18376,0.054659,0.04383,0.062936,0.041651,0.053973,0,0.056791,0.056166
420,0.034927,0.026105,0.024044,0.030124,0.028685,0.054638,0.072895,0,0.065047,0,0.042273,0.039764,0.030575,0.089736,0.066374,0.081318,0.19434,0.056839,0.04509,0.061924,0.043147,0.055309,0,0.058492,0.057221
450,0.032919,0.026646,0.024437,0.029557,0.028038,0.056934,0.072738,0,0.061373,0,0.043804,0.039677,0.029812,0.094641,0.06731,0.084843,0.20155,0.056856,0.048367,0.061378,0.044585,0.056219,0,0.059634,0.058158
480,0.035531,0.027439,0.027008,0.028184,0.02919,0.0575,0.075741,0,0.059649,0,0.045378,0.040564,0.030565,0.10072,0.072845,0.088527,0.20466,0.058595,0.050587,0.064233,0.04804,0.055987,0,0.06145,0.060114
510,0.035927,0.028028,0.027518,0.029256,0.030938,0.059931,0.074324,0,0.066516,0,0.047324,0.040609,0.03154,0.10713,0.078097,0.096386,0,0.060559,0.053484,0.06634,0.049406,0.057525,0,0.063327,0.055208
540,0.035262,0.027924,0.027542,0.031123,0.028796,0.05834,0.077021,0,0,0,0.046785,0.040762,0.03215,0.11024,0.078744,0.10209,0,0.061645,0.052321,0.062533,0.050076,0.055225,0,0.063417,0.054842
570,0.036688,0.030932,0.028509,0.034294,0.030075,0.060043,0.078092,0,0,0,0.048324,0.039556,0.034564,0.1157,0.084352,0.10742,0,0.065301,0.051608,0.06031,0.052583,0.056434,0,0.06377,0.056766
600,0.038433,0.03168,0.029522,0.03449,0.02982,0.060404,0.078458,0,0,0,0.048041,0.042417,0.034535,0.12117,0.085682,0.11431,0,0.066058,0.051564,0.057367,0.053272,0.056861,0,0.065521,0.057874
630,0.038771,0.032716,0.030929,0.037154,0.029151,0.059803,0.080151,0,0,0,0.04788,0.041206,0.035241,0.1278,0.088396,0.11804,0,0.072843,0.054926,0.057051,0.05565,0.058424,0,0.063195,0.059439
660,0.039115,0.033321,0.031002,0.03866,0.027914,0.05995,0.082619,0,0,0,0.046402,0.041397,0.035721,0.13696,0.090842,0.12135,0,0.076308,0.055644,0.058255,0.057662,0.060457,0,0.06147,0.060792
690,0.039115,0.035469,0.032589,0.039339,0.029829,0.060824,0.085838,0,0,0,0.044019,0.043829,0.035358,0.14428,0.090978,0.12571,0,0.075182,0.05697,0.060755,0.057957,0.061458,0,0.061142,0.062139
720,0.038576,0.036647,0.033798,0.039029,0.030445,0.061909,0.08504,0,0,0,0.04514,0.042664,0.035922,0.15081,0.093608,0.12938,0,0.076384,0.057098,0.060148,0.059708,0.06413,0,0.060701,0.063218
750,0.03719,0.037224,0.034193,0.036697,0.02958,0.062782,0.08633,0,0,0,0.045073,0.042657,0.036144,0.15087,0.096188,0.13068,0,0.075958,0.056493,0.058019,0.058836,0.06621,0,0.057768,0.0631
780,0.037319,0.038052,0.034993,0.035793,0.031365,0.062845,0.08838,0,0,0,0.048678,0.044184,0.035225,0.15734,0.096436,0.13546,0,0.074907,0.055596,0.062601,0.059103,0.068603,0,0.060741,0.064611
810,0.037988,0.038633,0.036024,0.035342,0.032333,0.063257,0.08822,0,0,0,0.048583,0.044079,0.035697,0.1588,0.098782,0.14003,0,0.073376,0.051964,0.067333,0.059455,0.070893,0,0.060074,0.065309
840,0,0.038543,0.036346,0.036559,0.031129,0.063191,0.089721,0,0,0,0.049097,0.045706,0.035946,0.16089,0.10061,0.1411,0,0.070869,0.050137,0.072191,0.059665,0.073285,0,0.058349,0.067407
870,0,0.039933,0.036752,0.036772,0.030313,0.06202,0.089363,0,0,0,0.051076,0.044974,0.036196,0.16188,0.10089,0.1436,0,0.073355,0.051914,0.073962,0.060933,0.074155,0,0.059112,0.068178
900,0,0.040948,0.037977,0.039104,0.032168,0.065017,0.092007,0,0,0,0.050628,0.04531,0.037592,0.16488,0.10342,0.14689,0,0.073339,0.055071,0.076082,0.064637,0.075692,0,0.062091,0.070159
930,0,0.041692,0.037846,0.041017,0.03151,0.06432,0.094147,0,0,0,0.052048,0.045465,0.038121,0.16936,0.10626,0.14754,0,0.074126,0.055809,0.074193,0.063886,0.074911,0,0.062015,0.070792
960,0,0.042456,0.038923,0.044193,0.032535,0.066636,0.095426,0,0,0,0.053889,0.04663,0.039809,0.17601,0.10837,0.14604,0,0.074562,0.057765,0.075576,0.064492,0.077282,0,0.061854,0.072358
990,0,0.044664,0.039452,0.046509,0.035436,0.069693,0.098408,0,0,0,0.056765,0.046092,0.039311,0.17996,0.10986,0.14826,0,0.075108,0.057292,0.079658,0.0658,0.080395,0,0.063585,0.074236
1020,0,0.045683,0.039965,0.047382,0.037058,0.069286,0.09658,0,0,0,0.058514,0.047712,0.040864,0.18179,0.10821,0.15132,0,0.075934,0.059697,0.082463,0.065788,0.082838,0,0.065404,0.07536
1050,0,0.046701,0.040354,0.048539,0.036412,0.071069,0.10051,0,0,0,0.056952,0.048007,0.041166,0.1786,0.10715,0.14983,0,0.075786,0.060792,0.083307,0.066299,0.08736,0,0.068112,0.075941
1080,0,0.048983,0.041595,0.052081,0.038685,0.072706,0.10161,0,0,0,0.057821,0.050278,0.041561,0.18661,0.10811,0.15361,0,0.077258,0.062357,0.087818,0.068294,0.092433,0,0.074087,0.078661
1110,0,0.051721,0.043345,0.05174,0.040102,0.073187,0.098526,0,0,0,0.057313,0.05184,0.042903,0.19149,0.10878,0.1567,0,0.078401,0.063931,0.090217,0.069343,0.097481,0,0.075716,0.080152
1140,0,0.053955,0.045885,0.053999,0.039836,0.074959,0.10091,0,0,0,0.061489,0.055542,0.042836,0.1985,0.11161,0.15872,0,0.082514,0.065244,0.092836,0.072668,0.10509,0,0.079125,0.083096
1170,0,0.057446,0.048162,0.055311,0.041644,0.076365,0.096143,0,0,0,0,0.056596,0.042632,0.19947,0.11253,0.16338,0,0.082829,0.064345,0.095181,0.072757,0.11293,0,0.084574,0.086018
1200,0,0.059089,0.048402,0.055216,0.040444,0.076888,0.098903,0,0,0,0,0.056635,0.042174,0.20224,0.11268,0.16618,0,0.080577,0.065426,0.096043,0.073215,0.11927,0,0.088645,0.087178
